ward,precinct,name,address,accessible
7,12,Windsor Park Lutheran Church,7600 S Saginaw Av,True
7,13,Excel Academy/ South Shore,7530 S South Shore Dr,True
7,14,Senior Suite Of Rainbow Beach,2804 E 77 Pl,True
7,15,Calvary Baptist Church,2309 E 80 St,True
7,16,Bradwell School,7736 S Burnham Av,False
7,17,Bradwell School,7736 S Burnham Av,False
7,18,Senior Suite Of Rainbow Beach,2804 E 77 Pl,True
7,19,New Nazareth M B Church,7933 S Yates Bv,True
7,20,St Michael The Archangel,8231 S South Shore Dr,True
7,21,St Michael The Archangel,8231 S South Shore Dr,True
7,22,St Michael The Archangel,8231 S South Shore Dr,True
7,23,Gospel Way Convenant Church,8152 S Saginaw Av,False
7,24,Gospel Way Convenant Church,8152 S Saginaw Av,False
7,25,Russell Square Park,3045 E 83 St,True
7,26,Coles School,8440 S Phillips Av,True
7,27,Coles School,8440 S Phillips Av,True
7,28,St Mary Magdalene,8435 S Saginaw Av,False
7,29,Coles School,8440 S Phillips Av,True
7,30,St Mary Magdalene,8435 S Saginaw Av,False
7,31,Bowen Cps,2710 E 89 St,True
7,32,The Connection Cmty Church,9100 S Merrill Av,True
7,33,Hoyne School,8905 S Crandon Av,True
7,34,Compassion Baptist Church,2650 E 95 St,True
7,35,Compassion Baptist Church,2650 E 95 St,True
7,36,Warren School,9239 S Jeffery Bv,True
7,37,Trinty Hospital,2320 E 93 St,True
7,38,Burnham School,9928 S Crandon Av,True
7,39,Warren School,9239 S Jeffery Bv,True
7,40,Church Of The Living God,2159 E 95 St,True
7,41,Burnham School,9928 S Crandon Av,True
7,42,Burnham School,9928 S Crandon Av,True
7,43,Jeffery Manor Library,2401 E 100 St,True
7,44,Trumball Park,2400 E 105 St,True
7,45,Trumball Park,2400 E 105 St,True
7,46,Mahalia Jackson Apts,9177 S South Chicago,True
8,1,The Upper Room Ministries,1400 E 72 St,True
8,2,The Upper Room Ministries,1400 E 72 St,True
8,3,Vernon Park Church,9011 S Stony Island Av,True
8,4,Jesse Owens Park,8800 S Clyde Av,True
8,5,Black School,9101 S Euclid Av,False
8,6,Avalon Park Cmty Church,8100 S Dante Av,False
8,7,Calvary Baptist Church,2309 E 80 St,True
8,8,Vernon Park Church,9011 S Stony Island Av,True
8,9,Our Lady Of Peace Catholic Ch,2010 E 79 St,False
8,10,Avalon Park,1215 E 83 St,True
8,11,Haven Towers,7947 S South Chicago,True
8,12,St Ailbe Church,9047 S Harper Av,False
8,13,Chgo Department On Aging,1767 E 79 St,True
8,14,South Central Cmty Ctr,1021 E 83 St,True
8,15,Burnside School,650 E 91 Pl,True
8,16,Grand Crossing Pk,7655 S Ingleside Av,True
8,17,Chicago Vocational Career Academy,2100 E 87 St,True
8,18,Residence - Nedra De Savieu,8029 S Drexel Av,False
8,19,Vernon Park Church,9011 S Stony Island Av,True
8,20,So Shore International College Prep,1955 E 75 St,True
8,21,So Shore International College Prep,1955 E 75 St,True
8,22,Schmid School,9755 S Greenwood Av,True
8,23,Harold Washington School,9130 S University Av,True
8,24,St Thomas Lutheran Church,8008 S Jeffery Bv,False
8,25,New Bethlehem #4 MB Church,8850 S Cottage Grove,True
8,26,St Mark Manor,840 E 76 St,True
8,27,Warren School,9239 S Jeffery Bv,True
8,28,Our Lady Of Peace Catholic Ch,2010 E 79 St,False
8,29,Avalon Park Cmty Church,8100 S Dante Av,False
8,30,Faith Tabernacle Church,8201 S Stony Island Av,False
8,31,New Bethlehem #4 MB Church,8850 S Cottage Grove,True
8,32,London Towne House,901 E 100 Pl,True
8,33,St Ailbe Faith Apts,1244 E 93 St,True
8,34,Schmid School,9755 S Greenwood Av,True
8,35,Mc Dowell School,1419 E 89 St,True
8,36,Greater Mt Pleasant MB Church,2100 E 83 St,True
8,37,St Felicitas Church,1512 E 84 St,False
8,38,Harold Washington School,9130 S University Av,True
8,39,London Towne House,901 E 100 Pl,True
8,40,St Stephens Lutheran Ch,8500 S Maryland Av,False
8,41,Arthur Robert Ashe Jr School,8505 S Ingleside Av,True
8,42,Woodhull Park,7340 S East End Av,True
8,43,Grand Crossing Pk,7655 S Ingleside Av,True
8,44,The Montclare Senior Residence,1200 E 78 St,True
8,45,Maryland Ave Baptist Church,8058 S Maryland Av,False
8,46,Coles School,8440 S Phillips Av,True
8,47,Schmid School,9755 S Greenwood Av,True
8,48,Avalon Park,1215 E 83 St,True
8,49,Southlawn Untd Methodist Church,8605 S Cregier Av,True
8,50,Southlawn Untd Methodist Church,8605 S Cregier Av,True
8,51,Caldwell School,8546 S Cregier Av,False
8,52,St Felicitas Church,1512 E 84 St,False
8,53,Calvary Baptist Church,2012 E 83 St,True
8,54,Residence - Nedra De Savieu,8029 S Drexel Av,False
8,55,The Montclare Senior Residence,1200 E 78 St,True
8,56,Mc Dowell School,1419 E 89 St,True
9,1,Corliss Early College Stem,821 E 103 St,True
9,2,Damascus Baptist Church,10014 S Michigan Av,True
9,3,Aldridge School,630 E 131 St,True
9,4,Jesse Owens Community Academy,12302 S State St,True
9,5,Victory Centre/Roseland,10450 S Michigan Av,True
9,6,Brown Academy,12607 S Union Av,True
9,7,Roseland Manor,11717 S State St,True
9,8,Corliss Early College Stem,821 E 103 St,True
9,9,Church Of The Living Water,10701 S Vernon Av,True
9,10,Prayer Of Faith Intl Ministries,144 W 103 St,True
9,11,Chicago Fire Station,11958 S State St,True
9,12,Tuley Park,501 E 90 Pl,False
9,13,Pullman Presbyterian Church,550 E 103 St,True
9,14,St John De LaSalle Church,10206 S Vernon Av,False
9,15,Aldridge School,630 E 131 St,True
9,16,Jesse Owens Community Academy,12302 S State St,True
9,17,Rosehaven Manor,10220 S Michigan Av,True
9,18,Greater Canaan M B Church,35 W 119 St,True
9,19,Brown Academy,12607 S Union Av,True
9,20,Smith Park,9912 S Princeton Av,True
9,21,Fernwood Untd Methodist Church,10057 S Wallace St,False
9,22,Cullen School,10650 S Eberhart Av,True
9,23,Tuley Park,501 E 90 Pl,False
9,24,Wesley United Methodist Church,201 E 95 St,True
9,25,Tuley Park,501 E 90 Pl,False
9,26,Dubois School,330 E 133 St,True
9,27,Loving Spirit M B Church,424 W 103 St,True
9,28,St Anthony Chapel,214 E Kensington Av,False
9,29,Victory Centre/Roseland,10450 S Michigan Av,True
9,30,Bread Of Life C O G I C,10237 S State St,False
9,31,New Pasadena M B Church,11300 S Indiana Av,False
9,32,Cullen School,10650 S Eberhart Av,True
9,33,Aldridge School,630 E 131 St,True
9,34,Neighborhood Housing Services,11001 S Michigan Av,True
9,35,Bennett School,10115 S Prairie Av,False
9,36,Tuley Park,501 E 90 Pl,False
9,37,Historic Pullman Foundation,11141 S Cottage Grove,True
9,38,True Vine/Holiness Ch,400 E 111 St,True
9,39,West Pullman Park,401 W 123 St,True
9,40,Cullen School,10650 S Eberhart Av,True
9,41,Jesse Owens School,12450 S State St,True
9,42,Harlan High School,9652 S Michigan Av,True
9,43,Palmer Park,201 E 111 St,True
9,44,Jesse Owens School,12450 S State St,True
9,45,Jesse Owens Community Academy,12302 S State St,True
9,46,New Day Ministries International,11300 S M L King Dr,False
9,47,Gillespie School,9301 S State St,False
9,48,Tuley Park,501 E 90 Pl,False
9,49,McDade School,8801 S Indiana Av,True
9,50,Gillespie School,9301 S State St,False
9,51,Wesley United Methodist Church,201 E 95 St,True
10,1,Villla Guadalupe Senior Services,3201 E 91 St,True
10,2,St Columba Catholic Church,13323 S Green Bay,True
10,3,South East Sportsmen Club,13139 S Avenue M,True
10,4,Sullivan Elementary School,8331 S Mackinaw,True
10,5,Clay School,13231 S Burley,True
10,6,Sacred Heart School,2926 E 96 St,True
10,7,Vets Memorial Park,2820 E 98 St,True
10,8,Thorp School,8914 S Buffalo Av,True
10,9,Grissom School,12810 S Escanaba Av,True
10,10,Trinity Council Knights Of Columbus,11207 S Ewing,True
10,11,Addams School,10810 S Avenue H,True
10,12,Trinity Council Knights Of Columbus,11207 S Ewing,True
10,13,Orville Bright School,10740 S Calhoun Av,True
10,14,Rowan Park,11546 S Avenue L,True
10,15,Bradley Park,9729 S Yates Bv,True
10,16,Clay School,13231 S Burley,True
10,17,Mann Park,2949 E 131 St,True
10,18,Arnold Mireles Academy,9000 S Exchange,True
10,19,St Simeon Church,3737 E 114 St,True
10,20,East Side Vodak Library,3710 E 106 St,True
10,21,Vets Memorial Park,2820 E 98 St,True
10,22,Calumet Park,9801 S Avenue G,True
10,23,Trinity Council Knights Of Columbus,11207 S Ewing,True
10,24,Grissom School,12810 S Escanaba Av,True
10,25,Sacred Heart School,2926 E 96 St,True
10,26,Calumet Park,9801 S Avenue G,True
10,27,Ninos Heros School,8344 S Commercial Av,True
10,28,Addams School,10810 S Avenue H,True
10,29,Mathew Gallistell Language Acdmy,10347 S Ewing Av,False
10,30,Mathew Gallistell Language Acdmy,10347 S Ewing Av,False
10,31,Mathew Gallistell Language Acdmy,10347 S Ewing Av,False
10,32,Addams School,10810 S Avenue H,True
10,33,Wolfe Park,3325 E 108 St,True
10,34,Arnold Mireles Academy,9000 S Exchange,True
10,35,St Simeon Church,3737 E 114 St,True
10,36,South Chicago Library,9055 S Houston Av,True
11,1,Chicago Fire Station,2528 S Throop St,True
11,2,Providence Of God Church,717 W 18 St,False
11,3,Walsh Elementary School,2031 S Peoria St,True
11,4,Mc Guane Park,2901 S Poplar Av,True
11,5,Chicago Police Station,3120 S Halsted St,True
11,6,Chicago Fire Station,1360 S Blue Island Av,True
11,7,UIC Physical Education Bldg,901 W Roosevelt Rd,True
11,8,Bosley Playground Park,3044 S Bonfield St,True
11,9,Boiler Makers Union Local 1,2941 S Archer Av,True
11,10,Saint Joseph Mens Club,2724 S Union Av,False
11,11,Wilson Community Center,3225 S Racine Av,False
11,12,St Gabriel School,4500 S Wallace St,True
11,13,Graham School Annex,745 W 45 St,True
11,14,Long Life Apartments,344 W 28 Pl,True
11,15,Senior Suites Of Bridgeport,2825 S Halsted St,True
11,16,Spred Center,2956 S Lowe Av,False
11,17,Wilson Park,1122 W 34 Pl,True
11,18,Healy School,3010 S Parnell Av,True
11,19,Daley Library,3400 S Halsted St,True
11,20,Healy School,3010 S Parnell Av,True
11,21,Hamburg Athletic Association,3523 S Emerald Av,False
11,22,First Trinity Cmty Center,643 W 31 St,False
11,23,Armour Square Park,3309 S Shields Av,True
11,24,Nativity Of Our Lord,653 W 37 St,True
11,25,Donovan Park,3620 S Lituanica Av,True
11,26,Valentine Boys &amp; Girls Club,3400 S Emerald Av,True
11,27,Sheridan School,533 W 27 St,False
11,28,Tilden Community Academy,4747 S Union Av,True
11,29,Mc Clellan School,3527 S Wallace St,False
11,30,Ricobenes,252 W 26 St,True
11,31,Taylor Lauridsen Park,704 W 42 St,True
11,32,Armour Square Park,3309 S Shields Av,True
11,33,Providence Of God Church,717 W 18 St,False
11,34,Armour Square Apts,3146 S Wentworth Av,True
11,35,Armour Square Apartments,3250 S Wentworth Av,True
11,36,Santa Lucia,3022 S Wells St,True
11,37,Appleville Condos,501 W 24 Pl,False
11,38,Providence Of God Church,717 W 18 St,False
12,1,Green School,3525 S Honore St,True
12,2,Burroughs School,3542 S Washtenaw Av,True
12,3,St Maurice Church,3619 S Hoyne Av,False
12,4,Green School,3525 S Honore St,True
12,5,Mc Kinley Park Branch,1915 W 35 St,True
12,6,Arca De Salvacion Church,2615 W 35 St,True
12,7,Hammond Elementary School,2819 W 21 Pl,True
12,8,Hoyne Park,3417 S Hamilton Av,True
12,9,The Truth That Sets You Free Church,3334 S Paulina St,False
12,10,Hammond Elementary School,2819 W 21 Pl,True
12,11,Calmeca Academy,3456 W 38 St,True
12,12,Davis School Annex,3050 W 39 Pl,True
12,13,New Life Community Church,4155 S Rockwell St,True
12,14,Little Village Branch Library,2311 S Kedzie Av,True
12,15,Life Storage,3245 W 30 St,True
12,16,Kanoon Magnet School,2233 S Kedzie Av,True
12,17,UNO Charter School,2744 W Pershing Rd,False
12,18,General Wood Boys &amp; Girls Club,2950 W 25 St,True
12,19,St Peter And Paul Church,3745 S Paulina St,False
12,20,St Pancratius,2930 W 40 Pl,False
12,21,McKinley Park,2210 W Pershing Rd,True
12,22,Spry School,2400 S Marshall Bv,True
12,23,Our Lady Of Good Counsel,3528 S Hermitage Av,False
13,1,St Symphorosa Sharp Center,5940 W 62 St,False
13,2,Hale School,6140 S Melvina Av,True
13,3,Peck School,3826 W 58 St,True
13,4,Clearing Branch Library,6423 W 63 Pl,True
13,5,Su Nueva Laundromat,4314 W Marquette Rd,True
13,6,Chicago Fire Station,5559 S Narragansett Av,True
13,7,Pasteur Park,4334 W 58 St,True
13,8,St Symphorosa Sharp Center,5940 W 62 St,False
13,9,St Mary Star Of Sea School,6424 S Kenneth Av,False
13,10,Valley Forge Park,7001 W 59 St,True
13,11,Hale School,6140 S Melvina Av,True
13,12,Pasteur School,5825 S Kostner Av,True
13,13,Fleming School,4918 W 64 St,True
13,14,Calvary Lutheran Church,6149 S Kenneth Av,False
13,15,Hancock High School,4034 W 56 St,True
13,16,Good Shepherd Luth Church,4200 W 62 St,False
13,17,Minuteman Park,5940 S Central Av,True
13,18,Hale Park District,6258 W 62 St,True
13,19,Queen Of Universe School,7130 S Hamlin Av,False
13,20,Hale Park District,6258 W 62 St,True
13,21,Valley Forge Park,7001 W 59 St,True
13,22,Kinzie School,5625 S Mobile Av,True
13,23,Calvary Lutheran Church,6149 S Kenneth Av,False
13,24,St Turibius Church,5646 S Karlov Av,False
13,25,St Marys Parish Center,4626 W 63 St,True
13,26,Centro Cristiano Midway Church,5830 W 63 St,False
13,27,Lawler Park,5210 W 64 St,True
13,28,Harris Bank,6400 S Pulaski Rd,True
13,29,St Mary Star Of Sea School,6424 S Kenneth Av,False
13,30,Iglesia Torre Fuerte De Alabanza Adoracion,6545 S Hamlin Av,False
13,31,Dore School,6108 S Natoma Av,True
13,32,Kinzie School,5625 S Mobile Av,True
13,33,Kinzie School,5625 S Mobile Av,True
13,34,Iglesia Santa Cruz,6545 S Springfield Av,True
13,35,Lee School,6448 S Tripp Av,True
13,36,St Marys Parish Center,4626 W 63 St,True
13,37,Autumn Green At Midway Village,6700 S Keating Av,True
13,38,Dore School,6108 S Natoma Av,True
13,39,Westlawn Park,4233 W 65 St,True
13,40,Christian Fellowship Church,4220 W 59 St,True
13,41,Hurley School,3849 W 69 Pl,False
13,42,Garfield Ridge Baptist Ch,5520 S Narragansett Av,False
13,43,Grimes School,5450 W 64 Pl,True
13,44,Residence,3858 W 68 St,False
13,45,Resurrection United Methodist Church,5717 W 63 Pl,False
13,46,Lawn Lane Bowl,6750 S Pulaski Rd,True
13,47,Iglesia Bautista Misionera,6715 S Hamlin Av,False
13,48,Good Shepherd Presbyterian Ch,5550 S Merrimac Av,True
14,1,Normandy Park,6660 W 52 St,True
14,2,Chicago Fire Station,4034 W 47 St,True
14,3,St Gall,5501 S Sawyer Av,False
14,4,St Jane De Chantal,5157 S Mc Vicker Av,True
14,5,St Gall,5516 S Kedzie Av,False
14,6,Sawyer School,5248 S Sawyer Av,False
14,7,St Richard Parish Center,5030 S Kostner Av,True
14,8,St Richard Parish Center,5030 S Kostner Av,True
14,9,Gloria Dei Lutheran School,5259 S Major Av,False
14,10,Car Outlet,4517 S Archer Av,True
14,11,Chgo Ghanaian S D A Church,5258 S Christiana Av,True
14,12,St Richard Parish Center,5030 S Kostner Av,True
14,13,Polish Highlanders,4808 S Archer Av,True
14,14,Nightingale School,5250 S Rockwell St,True
14,15,Chgo Ghanaian S D A Church,5258 S Christiana Av,True
14,16,USW Local 17 Decorators Union,4570 S Archer Av,True
14,17,Christopher School,5042 S Artesian Av,True
14,18,Empty Store Front,5326 S Archer Av,True
14,19,St Simon Parish,5135 S California Av,True
14,20,Back/Yards Neighborhood Council,3256 W 47 St,True
14,21,Delias Beauty Salon,2810 W 55 St,True
14,22,Guides Sport Bar,5544 S Archer Av,True
14,23,Rhine VFW Post 2729,5858 S Archer Av,False
14,24,St Jane De Chantal,5157 S Mc Vicker Av,True
14,25,La Fuente Banquet Hall,2514 W 51 St,True
14,26,Internet Cafe,5311 S Kedzie Av,True
14,27,St BrUNO School,4839 S Harding Av,True
14,28,Edwards School,4815 S Karlov Av,False
14,29,Body Of Christ MBC,2410 W 53 St,False
14,30,Evangelical Luth Ch/Dr Martin Luther,5344 S Francisco Av,False
14,31,Carnitas Don Rafa Restaurant,4617 S Kedzie Av,True
15,1,Immaculate Heart Of Mary Church,4515 S Ashland Av,True
15,2,Lindblom Math &amp; Science Acdy,6130 S Wolcott Av,True
15,3,Henderson School,5650 S Wolcott Av,False
15,4,National Guard Of Lithuania Exile,2417 W 43 St,True
15,5,Holy Cross / IHM Convent,4541 S Wood St,False
15,6,UNO Brighton Park Campus,4420 S Fairfield Av,True
15,7,Church Of The Living God,1738 W Marquette Rd,False
15,8,Shields Middle School,2611 W 48 St,True
15,9,National Guard Of Lithuania Exile,2417 W 43 St,True
15,10,Brighton Pk Branch Library,4314 S Archer Av,True
15,11,Five Holy Martyrs,4327 S Richmond St,False
15,12,UNO Marquez School,2916 W 47 St,True
15,13,St Michael Social Center,1936 W 48 St,True
15,14,Cornell Park,1809 W 50 St,True
15,15,Daley Elementary School,5024 S Wolcott Av,True
15,16,Gage Park High School,5630 S Rockwell St,True
15,17,Hermitage Park,5839 S Wood St,True
15,18,West Englewood Library,1745 W 63 St,True
15,19,Senior Suites Of New City,4845 S Western Av,True
15,20,Lindblom Math &amp; Science Acdy,6130 S Wolcott Av,True
15,21,Henderson School,5650 S Wolcott Av,False
15,22,Greater Mt Avery Intnl Ministries,6638 S Ashland Av,False
15,23,Henderson School,5650 S Wolcott Av,False
15,24,Bread Of Life Missionary Baptist Ch,1924 W 63 St,True
16,1,Gage Park,2411 W 55 St,True
16,2,Basil Charter School,1816 W Garfield Bv,False
16,3,Lindblom Park,6054 S Damen Av,True
16,4,Kingdom Chevrolet,6603 S Western Av,True
16,5,Chicago Fire Station,5955 S Ashland Av,True
16,6,Kingdom Chevrolet,6603 S Western Av,True
16,7,Gage Park,2411 W 55 St,True
16,8,Basil Charter School,1816 W Garfield Bv,False
16,9,Chicago Police Station,1438 W 63 St,True
16,10,First St Peter MB Church Of Chicago,5524 S Ashland Av,False
16,11,United Steel Workers 2154,5744 S Western Av,False
16,12,Basil Charter School,1816 W Garfield Bv,False
16,13,Fairfield Academy,6201 S Fairfield Av,False
16,14,Anna R Langford Cmty Academy,6010 S Throop St,False
16,15,Holmes Elementary School,955 W Garfield Bv,True
16,16,West Englewood U M Ch,2000 W 68 St,True
16,17,Fairfield Academy,6201 S Fairfield Av,False
16,18,Churchview Slc,2626 W 63 St,True
16,19,Morrill School,6011 S Rockwell St,True
16,20,Moran Park,5727 S Racine Av,True
16,21,Morrill School,6011 S Rockwell St,True
16,22,Fairfield Academy,6201 S Fairfield Av,False
16,23,United Steel Workers 2154,5744 S Western Av,False
16,24,OToole School,6550 S Seeley Av,True
16,25,Nicholson School,6066 S Peoria St,True
16,26,Moran Park,5727 S Racine Av,True
16,27,Bethel Lutheran Church,6201 S Sangamon St,True
16,28,Greencastle Of Englewood,6344 S Peoria St,True
16,29,Miles Davis Magnet Acdy,6740 S Paulina St,True
16,30,Bass School,1140 W 66 St,True
16,31,Hope Presbyterian Church,1354 W 61 St,False
16,32,Fairfield Academy,6201 S Fairfield Av,False
16,33,Revival Tabernacle,6415 S Ashland Av,False
16,34,Chicago Police Station,1438 W 63 St,True
16,35,Southwest Regional Ctr,6117 S Kedzie Av,True
16,36,Holy Rock M B Church,5854 S Morgan St,True
17,1,Tarkington School,3330 W 71 St,True
17,2,Oglesby School,7641 S Peoria St,False
17,3,Abundant Life M B Church,2300 W 69 St,True
17,4,Joplin School,7931 S Honore St,False
17,5,Back To God Church,7326 S Racine Av,False
17,6,Marquette School,6550 S Richmond St,True
17,7,Marquette School,6550 S Richmond St,True
17,8,Sams Auto Sales,6815 S Western Av,True
17,9,Oglesby School,7641 S Peoria St,False
17,10,Chicago Police Station,7808 S Halsted St,True
17,11,Murray Park,1743 W 73 St,True
17,12,Beth Shalom,6601 S Kedzie Av,True
17,13,Wheeler House,1450 W 69 St,True
17,14,Lawn Terrace Apartments,3214 W 63 Pl,True
17,15,Mt Hermon Church,7848 S Normal Av,False
17,16,Marquette School,6550 S Richmond St,True
17,17,McKay School,6901 S Fairfield Av,True
17,18,CICS Ralph Ellison,1834 W 80 St,True
17,19,Ogden Park,6500 S Racine Av,True
17,20,CICS Ralph Ellison,1834 W 80 St,True
17,21,Commonwealth Community Church,140 W 81 St,True
17,22,Continental Plaza Apartments,1330 W 76 St,True
17,23,Rose Of Light M B Church,1302 W 74 St,True
17,24,St Sabina Elders Apartments,1222 W 79 St,True
17,25,Nativity B V M School,6820 S Washtenaw Av,False
17,26,The Rock Of Love Church,7628 S Ashland Av,True
17,27,Zion Hill Bapt Church,1460 W 78 St,False
17,28,Stagg School,7424 S Morgan St,True
17,29,Continental Plaza Apartments,1330 W 76 St,True
17,30,Marquette Park,6734 S Kedzie Av,True
17,31,St Benedict The African West,7033 S Honore St,False
17,32,Murray Park,1743 W 73 St,True
17,33,Randolph School,7316 S Hoyne Av,True
17,34,Southside Occupational Academy,7342 S Hoyne Av,True
17,35,Wheeler House,1450 W 69 St,True
17,36,Chicago Fire Station,2240 W 69 St,True
17,37,Randolph School,7316 S Hoyne Av,True
17,38,Ark Of Love Apostolic Ch Of God,1655 W 79 St,True
17,39,Westcott School,409 W 80 St,True
17,40,Murray Park,1743 W 73 St,True
17,41,Barton School,7650 S Wolcott Av,False
18,1,Lionel Hampton School,3434 W 77 St,True
18,2,Chicago Fire Station,7659 S Pulaski Rd,True
18,3,St Peter Lutheran Church,8550 S Kedvale Av,True
18,4,Rosenwald School,2601 W 80 St,True
18,5,The Victory Missionary Baptist Church,7106 S Rockwell St,True
18,6,St Peter Lutheran Church,8550 S Kedvale Av,True
18,7,Bluebird Lanes,3900 W Columbus Av,True
18,8,New Foundation Of Hope Inc,8148 S Kedzie Av,True
18,9,Hayes Park,2936 W 85 St,True
18,10,Wrightwood Ashburn Branch,8530 S Kedzie Av,True
18,11,Bogan Park Field House,3939 W 81 St,True
18,12,Senior Suites Of Marquette Village,7430 S Rockwell St,True
18,13,Ashburn Baptist Church,3647 W 83 St,False
18,14,Rosenwald School,2601 W 80 St,True
18,15,Executive Building,7601 S Kostner,True
18,16,Carroll School,2929 W 83 St,True
18,17,Dawes Elementary School,3810 W 81 Pl,False
18,18,Liberty Temple,2247 W 79 St,True
18,19,Dawes Park,8040 S Damen Av,False
18,20,Second Mt Vernon Annex,2101 W 79 St,False
18,21,Owen Scholastic Academy,8247 S Christiana Av,True
18,22,Wrightwood Senior Apt,2815 W 79 St,True
18,23,Ashburn Baptist Church,3647 W 83 St,False
18,24,Scottsdale Park,4637 W 83 St,True
18,25,St Bede The Venerable,4400 W 83 St,True
18,26,Carroll School,2929 W 83 St,True
18,27,Marquette Park,6734 S Kedzie Av,True
18,28,Durkin Park Elementary,8445 S Kolin Av,True
18,29,Ashburn United Methodist Church,3801 W 83 Pl,False
18,30,Stevenson School,8010 S Kostner Av,True
18,31,Lionel Hampton School,3434 W 77 St,True
18,32,Greater Walters Ame Zion Church,8422 S Damen Av,True
18,33,South Chicago Dodge,7340 S Western Av,True
18,34,Hayes Park,2936 W 85 St,True
18,35,Carroll School,2929 W 83 St,True
18,36,Bluebird Lanes,3900 W Columbus Av,True
18,37,Hayes Park,2936 W 85 St,True
18,38,First Church Of Love And Faith,2140 W 79 St,False
18,39,Marquette Park,6734 S Kedzie Av,True
18,40,Scottsdale Branch Library,4101 W 79 St,True
18,41,Most Worshipful St James Grand Lodge,8220 S Western Av,True
18,42,Monument Of Faith Church,2750 W Columbus Av,True
18,43,Chase Bank,4730 W 79 St,True
18,44,Durkin Park Elementary,8445 S Kolin Av,True
18,45,Hapkido School,3722 W 79 St,True
18,46,Stevenson Middle School,4350 W 79 St,False
18,47,Monument Of Faith Church,2750 W Columbus Av,True
18,48,Western Avenue Nissan,2442 W Columbus Av,False
18,49,Western Avenue Nissan,2442 W Columbus Av,False
18,50,Lithuanian Human Services,2715 W 71 St,True
19,1,St John Fisher Church,10235 S Fairfield Av,True
19,2,Sutherland School,10015 S Leavitt St,True
19,3,Crosswinds Church,10835 S Pulaski Rd,False
19,4,Crosswinds Church,10835 S Pulaski Rd,False
19,5,Bethlehem Evan Luth Church,9401 S Oakley Av,False
19,6,Keller Regional Gifted Ctr,3020 W 108 St,True
19,7,Kennedy Park District,11320 S Western Av,True
19,8,Mc Kiernan Park,10714 S Sawyer Av,True
19,9,Saint Xavier University Shannon Center,3700 W 103 St,True
19,10,Kellogg School,9241 S Leavitt St,False
19,11,Mt Greenwood Park,3721 W 111 St,True
19,12,Murphys Windows,10359 S Pulaski Rd,True
19,13,Chicago Fire Station Engine 121,1724 W 95 St,True
19,14,Smith Village,2320 W 113 Pl,True
19,15,Cassell School,11314 S Spaulding Av,False
19,16,Crosswinds Church,10835 S Pulaski Rd,False
19,17,St Cajetan School,2447 W 112 St,False
19,18,Kellogg School,9241 S Leavitt St,False
19,19,Trinity United Methodist Church,9848 S Winchester Av,True
19,20,Beverly Woods Restaurant,11532 S Western Av,False
19,21,Mt Greenwood Park,3721 W 111 St,True
19,22,Sutherland School,10015 S Leavitt St,True
19,23,Chgo Friends Meeting Church,10749 S Artesian Av,False
19,24,Mt Greenwood Lutheran Ch,10901 S Trumbull Av,True
19,25,Trinity United Methodist Church,9848 S Winchester Av,True
19,26,Saint Barnabas School,10121 S Longwood Dr,True
19,27,Bethany Union Church,1750 W 103 St,True
19,28,Barnard School,10354 S Charles St,True
19,29,Keller Regional Gifted Ctr,3020 W 108 St,True
19,30,Mt Greenwood Elementary,10841 S Homan Av,True
19,31,Morgan Park Baptist Church,11024 S Bell Av,False
19,32,Kennedy Park District,11320 S Western Av,True
19,33,Mt Greenwood Elementary,10841 S Homan Av,True
19,34,Donnellan Funeral Home,10525 S Western Av,True
19,35,Original Pancake House,10437 S Western Av,True
19,36,Bethany Union Church,1750 W 103 St,True
19,37,Barnard School,10354 S Charles St,True
19,38,Bethany Union Church,1750 W 103 St,True
19,39,Chgo H S For Agricultural Science,3857 W 111 St,True
19,40,Morgan Park Baptist Church,11024 S Bell Av,False
19,41,Cassell School,11314 S Spaulding Av,False
19,42,Beacon Therapeutic School,10650 S Longwood Dr,True
19,43,Chicago Police Station,1900 W Monterey Av,True
19,44,Mt Greenwood Lutheran Ch,10901 S Trumbull Av,True
19,45,St John Fisher Church,10235 S Fairfield Av,True
19,46,Chgo Friends Meeting Church,10749 S Artesian Av,False
19,47,Beverly Woods Restaurant,11532 S Western Av,False
19,48,Chicago Police Station,1900 W Monterey Av,True
19,49,Beverly Woods Restaurant,11532 S Western Av,False
19,50,St Cajetan School,2447 W 112 St,False
19,51,Munroe Park,2617 W 105 St,True
19,52,Keller Regional Gifted Ctr,3020 W 108 St,True
19,53,Beverly Bank And Trust Company,10258 S Western Av,True
19,54,Mount Greenwood Library,11010 S Kedzie Av,True
19,55,Crosswinds Church,10835 S Pulaski Rd,False
19,56,Bethlehem Evan Luth Church,9401 S Oakley Av,False
19,57,Ridge Park,9625 S Longwood Dr,True
20,1,Langley Ave Church,710 E 62 St,False
20,2,Love Cathedral Cmty Church,5112 S Halsted St,False
20,3,Langley Ave Church,710 E 62 St,False
20,4,Sherman School,1000 W 52 St,True
20,5,Bessie Coleman Library,731 E 63 St,True
20,6,Hope School,5515 S Lowe Av,True
20,7,Washington Scene Apts,6001 S Vernon Av,True
20,8,Ada S McKinley Apts,661 E 69 St,True
20,9,Kenneth Campbell Apartments,6360 S Minerva Av,True
20,10,Chicago Fire Station,432 E Marquette Rd,True
