name,address,accessible,wards_precincts
St Gabriel School,"4500 S Wallace St, Chicago, IL",True,ward 11 precinct 12
Trinity/Nations Dlvrnc Ministries,"9600 S Vincennes Av, Chicago, IL",True,"ward 21 precinct 1, ward 21 precinct 21"
Pressure Inc,"6318 N Clark St, Chicago, IL",True,ward 40 precinct 37
CICS Ralph Ellison,"1834 W 80 St, Chicago, IL",True,"ward 17 precinct 18, ward 17 precinct 20"
St Roman Church,"2651 W 23 St, Chicago, IL",True,"ward 24 precinct 7, ward 24 precinct 16"
St Peters United Church Of Christ,"2805 N Linder Av, Chicago, IL",False,ward 31 precinct 3
Garfield Senior Apartments,"3700 W Congress Pkwy, Chicago, IL",True,ward 28 precinct 15
South Shore Community Church,"7401 S Yates Bv, Chicago, IL",False,"ward 7 precinct 4, ward 7 precinct 7"
New Life 316 Nuevavida,"5120 W Fullerton Av, Chicago, IL",True,ward 31 precinct 38
Stem Academy,"1522 W Fillmore St, Chicago, IL",True,"ward 28 precinct 4, ward 28 precinct 10"
Garfield Branch Library,"6348 S Archer Av, Chicago, IL",True,ward 23 precinct 14
Little Village Branch Library,"2311 S Kedzie Av, Chicago, IL",True,ward 12 precinct 14
Mollison School,"4415 S Ml King Dr, Chicago, IL",True,"ward 3 precinct 4, ward 3 precinct 9"
Healy School,"3010 S Parnell Av, Chicago, IL",True,"ward 11 precinct 18, ward 11 precinct 20"
New York Private Residences,"3660 N Lake Shore Dr, Chicago, IL",True,ward 46 precinct 39
Northwest Tower Apts,"1170 W Erie St, Chicago, IL",True,ward 27 precinct 40
Iglesia De Jesucisto,"1847 N Kildare Av, Chicago, IL",False,ward 35 precinct 16
Gateway To Learning,"4925 N Lincoln Av, Chicago, IL",True,ward 40 precinct 12
Greencastle Of Englewood,"6344 S Peoria St, Chicago, IL",True,ward 16 precinct 28
Treasure Island Foods,"1526 E 55 St, Chicago, IL",True,ward 5 precinct 24
Stone Terrace,"8440 S Parnell Av, Chicago, IL",True,ward 21 precinct 2
Maranatha Assembly Of God Ch,"3542 W 59 St, Chicago, IL",True,ward 23 precinct 34
Clarendon Park,"4501 N Clarendon Av, Chicago, IL",True,ward 46 precinct 26
Sacred Heart School,"2926 E 96 St, Chicago, IL",True,"ward 10 precinct 6, ward 10 precinct 25"
Scottsdale Branch Library,"4101 W 79 St, Chicago, IL",True,ward 18 precinct 40
National Guard Of Lithuania Exile,"2417 W 43 St, Chicago, IL",True,"ward 15 precinct 4, ward 15 precinct 9"
Commonwealth Plaza Apartments,"340 W Diversey Pkwy, Chicago, IL",True,ward 44 precinct 24
Roosevelt Tower # 1,"3440 W Roosevelt Rd, Chicago, IL",True,ward 24 precinct 26
Truth &amp; Deliverance Church,"3 S Laramie Av, Chicago, IL",True,ward 28 precinct 12
Park Alexandria Condo,"125 S Jefferson St, Chicago, IL",True,ward 42 precinct 16
West Side Health Authority,"5852 W North Av, Chicago, IL",True,ward 29 precinct 25
Church Of Latter Day Saints,"5200 S University Av, Chicago, IL",False,ward 5 precinct 9
Vittum Park,"5010 W 50 St, Chicago, IL",True,"ward 22 precinct 2, ward 22 precinct 8"
Chicago Fire Station,"2714 N Halsted St, Chicago, IL",True,ward 43 precinct 46
Crown Academy,"2128 S St Louis Av, Chicago, IL",True,"ward 24 precinct 3, ward 24 precinct 9"
Las Islas Marias Restaurant,"5401 S Pulaski Rd, Chicago, IL",True,ward 23 precinct 39
Oriole Pk School,"5424 N Oketo Av, Chicago, IL",True,"ward 41 precinct 36, ward 41 precinct 45"
Chicago Academy,"3400 N Austin Av, Chicago, IL",True,ward 36 precinct 18
Commercial Park,"1845 W Rice St, Chicago, IL",True,ward 1 precinct 4
St Dorothy School,"7740 S Eberhart Av, Chicago, IL",False,"ward 6 precinct 43, ward 6 precinct 46"
Windy City Cmty Ch,"6131 N Newark Av, Chicago, IL",False,"ward 41 precinct 11, ward 41 precinct 16"
Horner Park,"2741 W Montrose Av, Chicago, IL",True,"ward 33 precinct 24, ward 33 precinct 25"
Hefferan School,"4409 W Wilcox St, Chicago, IL",True,ward 28 precinct 44
Senior Suites,"5400 N Northwest, Chicago, IL",True,ward 45 precinct 40
Ravenswood Untd Church,"2050 W Pensacola Av, Chicago, IL",True,"ward 47 precinct 10, ward 47 precinct 28"
Jones College Prep,"606 S State St, Chicago, IL",True,"ward 4 precinct 13, ward 4 precinct 21"
Mayfair Park,"4550 W Sunnyside Av, Chicago, IL",True,"ward 39 precinct 14, ward 39 precinct 17"
South Shore Library,"2505 E 73 St, Chicago, IL",False,ward 7 precinct 5
West Lawn Branch Library,"4020 W 63 St, Chicago, IL",True,ward 23 precinct 30
Faraday School,"3250 W Monroe St, Chicago, IL",True,ward 28 precinct 3
Faith Community Church,"3456 W Flournoy St, Chicago, IL",True,ward 24 precinct 18
Edgewater Presbyterian Church,"1020 W Bryn Mawr Av, Chicago, IL",False,"ward 48 precinct 3, ward 48 precinct 43"
Schneider Apartments,"1750 W Peterson Av, Chicago, IL",True,ward 40 precinct 27
Chicago Police Station,"3151 W Harrison St, Chicago, IL",True,"ward 24 precinct 27, ward 24 precinct 40"
Schmid School,"9755 S Greenwood Av, Chicago, IL",True,"ward 8 precinct 22, ward 8 precinct 34, ward 8 precinct 47"
Soka Gakkai International USA,"1455 S Wabash Av, Chicago, IL",True,"ward 3 precinct 25, ward 3 precinct 39"
Dever School,"3436 N Osceola Av, Chicago, IL",True,"ward 29 precinct 29, ward 29 precinct 32, ward 38 precinct 6, ward 38 precinct 29"
Albany Park Cmty Ctr,"5101 N Kimball Av, Chicago, IL",True,ward 39 precinct 33
Washington Irving School,"749 S Oakley Bv, Chicago, IL",True,"ward 28 precinct 11, ward 28 precinct 46"
Shiloah Baptist Church,"9211 S Justine St, Chicago, IL",True,"ward 21 precinct 8, ward 21 precinct 18"
Kinzie School,"5625 S Mobile Av, Chicago, IL",True,"ward 13 precinct 22, ward 13 precinct 32, ward 13 precinct 33"
Chicago Fire Station,"2322 W Foster Av, Chicago, IL",True,ward 40 precinct 21
Living Water Community Church,"6808 N Ashland Av, Chicago, IL",True,ward 49 precinct 28
Ike Sims Apartments,"3333 W Maypole Av, Chicago, IL",True,ward 28 precinct 20
Budlong School,"2701 W Foster Av, Chicago, IL",True,ward 40 precinct 14
First Baptist Institutional Church,"4220 W 18 St, Chicago, IL",False,ward 24 precinct 37
Ethiopian Cmty Assoc Of Chicago,"1730 W Greenleaf Av, Chicago, IL",True,ward 49 precinct 3
St Bede The Venerable,"4400 W 83 St, Chicago, IL",True,ward 18 precinct 25
Church Of The Living Water,"10701 S Vernon Av, Chicago, IL",True,ward 9 precinct 9
Warren Park,"6601 N Western Av, Chicago, IL",True,"ward 50 precinct 13, ward 50 precinct 30, ward 50 precinct 31"
John Merlo Library,"644 W Belmont Av, Chicago, IL",True,ward 44 precinct 21
First Congregational Church,"1305 N Hamlin Av, Chicago, IL",False,ward 26 precinct 43
St Turibius Church,"5646 S Karlov Av, Chicago, IL",False,ward 13 precinct 24
Chicago Police Station,"4650 N Pulaski Rd, Chicago, IL",True,"ward 39 precinct 6, ward 39 precinct 31"
Dunning Public Library,"7455 W Cornelia Av, Chicago, IL",True,ward 38 precinct 13
Suder Montessori Mgnt School,"2022 W Washington Bv, Chicago, IL",True,ward 27 precinct 43
Hyde Park Club,"5480 S Kenwood Av, Chicago, IL",True,ward 4 precinct 1
Bethesda Retirement Center,"2833 N Nordica Av, Chicago, IL",True,"ward 29 precinct 31, ward 29 precinct 39"
Sunshine M B Church,"3654 W Roosevelt Rd, Chicago, IL",True,ward 24 precinct 5
Gray School,"3730 N Laramie Av, Chicago, IL",True,"ward 45 precinct 9, ward 45 precinct 10"
White Chapel Apts LLC,"4910 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 35
North Park Tower,"300 W North Av, Chicago, IL",True,ward 27 precinct 42
7th Day Adventist Acdy,"7008 S Michigan Av, Chicago, IL",False,ward 6 precinct 11
Park Place Tower Condo,"655 W Irving Park Rd, Chicago, IL",True,ward 46 precinct 18
Chgo Ghanaian S D A Church,"5258 S Christiana Av, Chicago, IL",True,"ward 14 precinct 11, ward 14 precinct 15"
Harrison Park,"1824 S Wood St, Chicago, IL",True,ward 25 precinct 11
Chicago Lawn United Methodist Ch,"3500 W 63 Pl, Chicago, IL",False,ward 23 precinct 31
LaSalle II Magnet School,"1148 N Honore St, Chicago, IL",True,"ward 1 precinct 5, ward 1 precinct 10, ward 1 precinct 21"
Perez Jr School,"1241 W 19 St, Chicago, IL",True,ward 25 precinct 28
Merrimac Park,"6343 W Irving Park Rd, Chicago, IL",True,"ward 38 precinct 21, ward 38 precinct 26, ward 38 precinct 37"
Audubon School,"3500 N Hoyne Av, Chicago, IL",False,"ward 47 precinct 1, ward 47 precinct 47"
Celestial Church Of Christ,"4100 N Troy St, Chicago, IL",False,ward 33 precinct 11
3550 Lake Shore Condo,"3550 N Lake Shore Dr, Chicago, IL",True,ward 46 precinct 36
St Edward Church,"4457 N Lowell Av, Chicago, IL",True,ward 39 precinct 19
Silent Cooperative,"2500 W Belmont Av, Chicago, IL",True,ward 47 precinct 48
William Jones Apartments,"1447 S Ashland Av, Chicago, IL",True,ward 28 precinct 5
Indian Park,"6010 W Matson Av, Chicago, IL",True,ward 39 precinct 20
Hamilton School,"1650 W Cornelia Av, Chicago, IL",False,ward 47 precinct 6
Malibu Condo,"6007 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 33
Falconer School,"3020 N Lamon Av, Chicago, IL",True,ward 31 precinct 35
Chicago Police Station,"5400 N Lincoln Av, Chicago, IL",True,ward 40 precinct 1
Friendship Baptist Church,"5200 W Jackson Bv, Chicago, IL",True,ward 29 precinct 14
Ward School,"646 N Lawndale Av, Chicago, IL",True,"ward 27 precinct 15, ward 27 precinct 22"
Maternity BVM Church,"1537 N Lawndale Av, Chicago, IL",False,ward 26 precinct 18
Assyrian Ntnl Council Of Il,"2450 W Peterson Av, Chicago, IL",True,ward 40 precinct 4
Shoesmith School,"1330 E 50 St, Chicago, IL",True,"ward 4 precinct 22, ward 4 precinct 23, ward 4 precinct 24"
Pulaski School Annex Building,"2230 W McLean Av, Chicago, IL",True,ward 32 precinct 5
Hamlett Isom Cme Church,"5446 W Division St, Chicago, IL",True,"ward 37 precinct 5, ward 37 precinct 29"
Church Of Our Saviour,"530 W Fullerton Av, Chicago, IL",False,ward 43 precinct 37
Revival Tabernacle,"6415 S Ashland Av, Chicago, IL",False,ward 16 precinct 33
Las Amer Racine Apartments,"1611 S Racine Av, Chicago, IL",True,ward 25 precinct 17
Hammond Elementary School,"2819 W 21 Pl, Chicago, IL",True,"ward 12 precinct 7, ward 12 precinct 10"
St Paul Evangelical Luth Church,"7621 S Dorchester Av, Chicago, IL",True,ward 5 precinct 12
Jesse Owens Community Academy,"12302 S State St, Chicago, IL",True,"ward 9 precinct 4, ward 9 precinct 16, ward 9 precinct 45"
Churchview Slc,"2626 W 63 St, Chicago, IL",True,ward 16 precinct 18
Residence,"3858 W 68 St, Chicago, IL",False,ward 13 precinct 44
Linne School,"3221 N Sacramento Av, Chicago, IL",True,ward 33 precinct 4
Rowan Park,"11546 S Avenue L, Chicago, IL",True,ward 10 precinct 14
True Vine/Holiness Ch,"400 E 111 St, Chicago, IL",True,ward 9 precinct 38
Northwestern Memorial Hospital,"541 N Fairbanks Ct, Chicago, IL",True,ward 42 precinct 2
Warren Barr Pavillion,"66 W Oak St, Chicago, IL",True,ward 2 precinct 27
Midway Plaisance Senior Apt,"731 E 60 St, Chicago, IL",True,ward 20 precinct 14
Congregation Ezras Israel,"7001 N California Av, Chicago, IL",True,"ward 50 precinct 33, ward 50 precinct 34"
Mayfair Library,"4400 W Lawrence Av, Chicago, IL",True,ward 39 precinct 7
Left Bank At K Station,"300 N Canal St, Chicago, IL",True,ward 42 precinct 18
William Penn School,"1616 S Avers Av, Chicago, IL",True,ward 24 precinct 15
Chicago Fire Station,"2323 N Natchez Av, Chicago, IL",True,ward 36 precinct 4
River Plz Homeowners Assoc,"405 N Wabash Av, Chicago, IL",True,ward 42 precinct 25
Burnham Apartments,"325 N Austin Bv, Chicago, IL",True,ward 29 precinct 18
Covenant Presbyterian Church,"2022 W Dickens Av, Chicago, IL",False,ward 32 precinct 34
Westlawn Park,"4233 W 65 St, Chicago, IL",True,ward 13 precinct 39
18th &amp; Wabash Corporation,"1801 S Wabash Av, Chicago, IL",True,ward 3 precinct 14
Hillard Towers Apartments,"54 W Cermak Rd, Chicago, IL",True,ward 3 precinct 3
McDade School,"8801 S Indiana Av, Chicago, IL",True,ward 9 precinct 49
Sawyer School,"5248 S Sawyer Av, Chicago, IL",False,ward 14 precinct 6
Cardenas School,"2345 S Millard Av, Chicago, IL",True,"ward 22 precinct 13, ward 22 precinct 14, ward 22 precinct 18"
Christ Apostolic Ch Of America,"3142 N Racine Av, Chicago, IL",False,ward 32 precinct 7
Bread Of Life C O G I C,"10237 S State St, Chicago, IL",False,ward 9 precinct 30
2650 Lakeview Condo,"2650 N Lakeview Av, Chicago, IL",True,ward 43 precinct 34
George W Tilton School,"223 N Keeler Av, Chicago, IL",True,ward 28 precinct 24
St Stephens Lutheran Ch,"8500 S Maryland Av, Chicago, IL",False,ward 8 precinct 40
Neighborhood Housing Services,"11001 S Michigan Av, Chicago, IL",True,ward 9 precinct 34
Green School,"3525 S Honore St, Chicago, IL",True,"ward 12 precinct 1, ward 12 precinct 4"
Lake Shore Dr Synagogue,"70 E Elm St, Chicago, IL",True,ward 2 precinct 29
Lawndale Academy,"3500 W Douglas Bv, Chicago, IL",False,ward 24 precinct 21
Infant Welfare Society,"3600 W Fullerton Av, Chicago, IL",True,ward 31 precinct 16
Chicago Ward Yard,"3720 W 55 St, Chicago, IL",True,ward 23 precinct 9
Hamlin Park,"3035 N Hoyne Av, Chicago, IL",True,"ward 32 precinct 24, ward 32 precinct 42"
Princeton Center,"4250 S Princeton Av, Chicago, IL",True,ward 3 precinct 28
Daley Library,"3400 S Halsted St, Chicago, IL",True,ward 11 precinct 19
Marine Drive Condo,"5040 N Marine Dr, Chicago, IL",True,ward 48 precinct 4
Burke School,"5356 S M L King Jr Dr, Chicago, IL",True,ward 3 precinct 8
Arthur Robert Ashe Jr School,"8505 S Ingleside Av, Chicago, IL",True,ward 8 precinct 41
Robert Lawrence Senior Housing,"655 W 65 St, Chicago, IL",True,"ward 6 precinct 28, ward 20 precinct 13"
Lovett School,"6333 W Bloomingdale Av, Chicago, IL",True,"ward 29 precinct 7, ward 29 precinct 12"
Maguire Hall,"1 E Pearson St, Chicago, IL",True,ward 42 precinct 19
Andrew Jackson School,"1340 W Harrison St, Chicago, IL",True,"ward 28 precinct 27, ward 28 precinct 28"
Cenacle Convent,"513 W Fullerton Pkwy, Chicago, IL",True,"ward 43 precinct 20, ward 43 precinct 29"
Farnsworth School,"5414 N Linder Av, Chicago, IL",True,"ward 45 precinct 37, ward 45 precinct 38, ward 45 precinct 39"
Dubois School,"330 E 133 St, Chicago, IL",True,ward 9 precinct 26
Grand Crossing Pk,"7655 S Ingleside Av, Chicago, IL",True,"ward 8 precinct 16, ward 8 precinct 43"
Lake Park Plaza Condo,"3930 N Pine Grove Av, Chicago, IL",True,ward 46 precinct 24
Emmanuel Baptist Church,"8301 S Damen Av, Chicago, IL",True,ward 21 precinct 7
First Church Of Love And Faith,"2140 W 79 St, Chicago, IL",False,ward 18 precinct 38
Senior Suites Of Gage Park,"3244 W 59 St, Chicago, IL",True,ward 23 precinct 15
Margaret Ford Manor,"4500 S Wabash Av, Chicago, IL",True,ward 3 precinct 1
Herzl School,"3711 W Douglas Bv, Chicago, IL",True,ward 24 precinct 24
Langley Ave Church,"710 E 62 St, Chicago, IL",False,"ward 20 precinct 1, ward 20 precinct 3"
Woodlawn Cmty School,"6657 S Kimbark Av, Chicago, IL",True,ward 5 precinct 13
South Shore United Methodist Ch,"7350 S Jeffery Bv, Chicago, IL",True,ward 7 precinct 3
Sheridan School,"533 W 27 St, Chicago, IL",False,ward 11 precinct 27
Our Lady Of Grace Church,"2446 N Ridgeway Av, Chicago, IL",False,ward 31 precinct 4
Bell Park,"3020 N Oak Park Av, Chicago, IL",True,ward 36 precinct 29
Wilson Park,"1122 W 34 Pl, Chicago, IL",True,ward 11 precinct 17
Roseland Manor,"11717 S State St, Chicago, IL",True,ward 9 precinct 7
Lake Shore Healthcare &amp; Rehab,"7200 N Sheridan Rd, Chicago, IL",True,ward 49 precinct 14
North Washington Park Manor,"550 E 50 Pl, Chicago, IL",True,ward 4 precinct 8
Skinner North School,"640 W Scott St, Chicago, IL",True,ward 27 precinct 6
One East Scott Condo Assoc,"1 E Scott St, Chicago, IL",True,ward 43 precinct 35
Montclare Senior Residence,"6650 W Belden Av, Chicago, IL",True,ward 29 precinct 30
Talcott School,"1840 W Ohio St, Chicago, IL",True,"ward 1 precinct 33, ward 1 precinct 39"
Traveling Zion P B Church,"8444 S Racine Av, Chicago, IL",True,"ward 21 precinct 20, ward 21 precinct 33"
St Mark Manor,"840 E 76 St, Chicago, IL",True,ward 8 precinct 26
Matthew Manor/Ozanam Village,"251 N Albany Av, Chicago, IL",True,ward 27 precinct 26
Polaris Charter School,"620 N Sawyer Av, Chicago, IL",True,"ward 27 precinct 5, ward 27 precinct 44"
St George Grk Othodox Church,"2701 N Sheffield Av, Chicago, IL",True,ward 43 precinct 6
Greater Metropolitian MB Church,"5856 S Wabash Av, Chicago, IL",True,ward 20 precinct 12
Budlong Woods Library,"5630 N Lincoln, Chicago, IL",True,ward 40 precinct 24
Community Fellowship M B Church,"4817 W Madison St, Chicago, IL",True,"ward 28 precinct 1, ward 28 precinct 39"
2800 Lake Shore Condo Assoc,"2800 N Lake Shore Dr, Chicago, IL",True,ward 44 precinct 7
Winston Tower #2 Condo,"6833 N Kedzie Av, Chicago, IL",True,ward 50 precinct 14
Sullivan High School,"6631 N Bosworth Av, Chicago, IL",True,ward 49 precinct 4
Loving Spirit M B Church,"424 W 103 St, Chicago, IL",True,ward 9 precinct 27
Elston Av United Methodist Church,"5850 N Elston Av, Chicago, IL",True,ward 45 precinct 41
UNO Charter School,"2744 W Pershing Rd, Chicago, IL",False,ward 12 precinct 17
Armour Square Park,"3309 S Shields Av, Chicago, IL",True,"ward 11 precinct 23, ward 11 precinct 32"
Pickard School,"2301 W 21 Pl, Chicago, IL",True,ward 25 precinct 8
Edgewater Beach Apartments,"5555 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 5
Dixon School,"8306 S St Lawrence Av, Chicago, IL",True,"ward 6 precinct 36, ward 6 precinct 38, ward 6 precinct 45"
Albany Park Cmty Ctr,"3401 W Ainslie St, Chicago, IL",True,ward 33 precinct 7
St Edmunds Village,"6253 S Michigan Av, Chicago, IL",True,ward 20 precinct 23
First Trinity Cmty Center,"643 W 31 St, Chicago, IL",False,ward 11 precinct 22
Lawn Terrace Apartments,"3214 W 63 Pl, Chicago, IL",True,ward 17 precinct 14
Prussing School,"4650 N Menard Av, Chicago, IL",False,ward 45 precinct 18
Senior Suites Kelvyn Park,"2715 N Cicero Av, Chicago, IL",True,ward 31 precinct 29
Prince Of Peace M B Church,"5450 W Van Buren St, Chicago, IL",True,ward 29 precinct 28
Catherine Cook School,"240 W Schiller St, Chicago, IL",True,ward 27 precinct 46
Continental Plaza Apartments,"1330 W 76 St, Chicago, IL",True,"ward 17 precinct 22, ward 17 precinct 29"
Royalty East Banquet Hall,"3810 W 63 St, Chicago, IL",True,"ward 23 precinct 11, ward 23 precinct 32"
Puerto Rico United,"2606 W Division St, Chicago, IL",True,ward 26 precinct 35
Holiday Inn Hotel/Suites,"506 W Harrison St, Chicago, IL",True,ward 25 precinct 27
Adam Furniture,"6815 W Archer Av, Chicago, IL",True,ward 23 precinct 12
Montgomery Place,"5550 S South Shore Dr, Chicago, IL",True,ward 5 precinct 37
Mayors People/Disabilities,"2102 W Ogden Av, Chicago, IL",True,ward 28 precinct 19
Carolan Apts,"5480 S Cornell Av, Chicago, IL",True,ward 5 precinct 11
Saint Monica Parish,"5115 N Mont Clare Av, Chicago, IL",True,"ward 41 precinct 3, ward 41 precinct 12"
New Crtn Binding/Loosing Ministry,"12900 S Halsted St, Chicago, IL",True,ward 34 precinct 6
Sherwood Park,"5701 S Shields Av, Chicago, IL",True,"ward 3 precinct 36, ward 20 precinct 30"
Haven Towers,"7947 S South Chicago, Chicago, IL",True,ward 8 precinct 11
Walsh Elementary School,"2031 S Peoria St, Chicago, IL",True,ward 11 precinct 3
Lee School,"6448 S Tripp Av, Chicago, IL",True,ward 13 precinct 35
Phoebe A Hearst Elementary School,"4640 S Lamon Av, Chicago, IL",True,ward 22 precinct 1
New Foundation Of Hope Inc,"8148 S Kedzie Av, Chicago, IL",True,ward 18 precinct 8
Life Storage,"3245 W 30 St, Chicago, IL",True,ward 12 precinct 15
Farragut High School,"2345 S Christiana Av, Chicago, IL",True,ward 22 precinct 22
The Holland Home,"240 W 107 Pl, Chicago, IL",True,ward 34 precinct 27
Wrightwood Park,"2534 N Greenview Av, Chicago, IL",True,"ward 32 precinct 13, ward 32 precinct 18, ward 32 precinct 39"
Urban Prep/Team Englewood,"6201 S Stewart Av, Chicago, IL",True,"ward 20 precinct 27, ward 20 precinct 39"
Jesse Owens Park,"8800 S Clyde Av, Chicago, IL",True,ward 8 precinct 4
Rogers Pk Library,"6907 N Clark St, Chicago, IL",True,ward 49 precinct 10
Cambridge Manor Apts,"2631 S Indiana Av, Chicago, IL",True,ward 4 precinct 6
Namaste United Ch Of Christ,"6337 W Cornelia Av, Chicago, IL",False,ward 36 precinct 30
Ashburn Baptist Church,"3647 W 83 St, Chicago, IL",False,"ward 18 precinct 13, ward 18 precinct 23"
Strohacker Park,"4347 W 54 St, Chicago, IL",True,ward 23 precinct 6
Spry School,"2400 S Marshall Bv, Chicago, IL",True,ward 12 precinct 22
T C F Bank,"6141 S Archer Av, Chicago, IL",True,ward 23 precinct 38
Mt Olive MB Church,"5729 W Chicago Av, Chicago, IL",True,ward 29 precinct 35
Portage Park School,"5330 W Berteau Av, Chicago, IL",True,"ward 38 precinct 1, ward 38 precinct 41"
Segundo Ruiz Belvis Cultural Ctr,"4046 W Armitage Av, Chicago, IL",True,ward 26 precinct 49
Alden Lincoln Pk Nursing Hm,"504 W Wellington Av, Chicago, IL",True,ward 44 precinct 5
Stewart Phase 1,"400 E 41 St, Chicago, IL",True,ward 3 precinct 2
Jimmie G Restaurant,"307 S Kedzie Av, Chicago, IL",True,ward 28 precinct 32
Beverly Woods Restaurant,"11532 S Western Av, Chicago, IL",False,"ward 19 precinct 20, ward 19 precinct 47, ward 19 precinct 49"
Austin Senior Satellite Center,"5071 W Congress Pkwy, Chicago, IL",True,ward 29 precinct 2
Melody Stem Sch/Delano Campus,"3937 W Wilcox St, Chicago, IL",True,"ward 28 precinct 17, ward 28 precinct 37"
St Thomas Lutheran Church,"8008 S Jeffery Bv, Chicago, IL",False,ward 8 precinct 24
River City Condo,"800 S Wells St, Chicago, IL",True,ward 25 precinct 21
Western Avenue Nissan,"2442 W Columbus Av, Chicago, IL",False,"ward 18 precinct 48, ward 18 precinct 49"
Erie Elementary Charter School,"1405 N Washtenaw Av, Chicago, IL",True,"ward 1 precinct 24, ward 1 precinct 25"
The Carlton At The Lake Inc,"725 W Montrose Av, Chicago, IL",True,ward 46 precinct 29
State Tower Condo Assoc,"1230 N State Pkwy, Chicago, IL",True,ward 2 precinct 38
Eberhart School,"3430 W 65 Pl, Chicago, IL",True,ward 23 precinct 19
Gale School,"7650 N Marshfield Av, Chicago, IL",True,ward 49 precinct 1
Alden Lakeland,"820 W Lawrence Av, Chicago, IL",True,ward 46 precinct 40
Eden United Evangelical Luth Ch,"5051 W Gunnison St, Chicago, IL",False,"ward 45 precinct 30, ward 45 precinct 31"
North West Community Church,"5318 W Diversey Av, Chicago, IL",True,"ward 31 precinct 19, ward 31 precinct 25"
Hibbard School,"3244 W Ainslie St, Chicago, IL",True,ward 33 precinct 2
Ruth Shriman House,"4040 N Sheridan Rd, Chicago, IL",True,"ward 46 precinct 27, ward 46 precinct 34"
1 St Apostolic Assembly,"1401 W Superior St, Chicago, IL",True,ward 27 precinct 7
Fernwood Park,"10436 S Wallace St, Chicago, IL",True,ward 34 precinct 24
Murphy School,"3539 W Grace St, Chicago, IL",True,"ward 35 precinct 4, ward 35 precinct 26"
Lithuanian Human Services,"2715 W 71 St, Chicago, IL",True,ward 18 precinct 50
The Church Of Christ,"4400 W Maypole Av, Chicago, IL",True,"ward 28 precinct 23, ward 28 precinct 33"
St James Ministries,"11750 S Lowe Av, Chicago, IL",True,"ward 34 precinct 15, ward 34 precinct 33"
Logandale Middle Annex Sch,"3212 W George St, Chicago, IL",True,ward 35 precinct 5
The Christway MB Church,"1210 E 62 St, Chicago, IL",True,"ward 20 precinct 24, ward 20 precinct 26, ward 20 precinct 34"
Touhy Park,"7348 N Paulina St, Chicago, IL",True,ward 49 precinct 11
Our Lady Mother Of The Church,"8701 W Leland Av, Chicago, IL",True,"ward 38 precinct 2, ward 38 precinct 12"
South East Sportsmen Club,"13139 S Avenue M, Chicago, IL",True,ward 10 precinct 3
Ebenezer Lutheran Ch,"1650 W Foster Av, Chicago, IL",True,"ward 40 precinct 25, ward 40 precinct 31"
Woodhull Park,"7340 S East End Av, Chicago, IL",True,"ward 7 precinct 2, ward 8 precinct 42"
Ukranian Village Cultural Ctr,"2247 W Chicago Av, Chicago, IL",True,"ward 1 precinct 12, ward 1 precinct 32"
Sayre School,"1850 N Newland Av, Chicago, IL",True,"ward 29 precinct 1, ward 29 precinct 9, ward 29 precinct 10"
Regents Park Apartments,"5050 S Lake Shore Dr, Chicago, IL",True,"ward 5 precinct 7, ward 5 precinct 22"
Edgebrook Library,"5331 W Devon Av, Chicago, IL",True,"ward 39 precinct 44, ward 39 precinct 45"
Grimes School,"5450 W 64 Pl, Chicago, IL",True,ward 13 precinct 43
Hollywood Park,"3312 W Thorndale Av, Chicago, IL",True,"ward 39 precinct 13, ward 39 precinct 18"
Sweet Relief,"4247 W Division St, Chicago, IL",True,ward 37 precinct 19
Brenemann School,"4251 N Clarendon Av, Chicago, IL",True,ward 46 precinct 13
St John Fisher Church,"10235 S Fairfield Av, Chicago, IL",True,"ward 19 precinct 1, ward 19 precinct 45"
St Genevieve Church,"4834 W Montana St, Chicago, IL",False,ward 31 precinct 21
Hattie Callner Apartments,"855 W Aldine Av, Chicago, IL",True,ward 44 precinct 34
Church Of Atonement Episcopal,"5749 N Kenmore Av, Chicago, IL",True,ward 48 precinct 41
Shoreline Towers Condo,"6301 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 46
Belmont Assembly Of God Church,"6050 W Belmont Av, Chicago, IL",True,ward 30 precinct 21
Moran Park,"5727 S Racine Av, Chicago, IL",True,"ward 16 precinct 20, ward 16 precinct 26"
Martin L King High School,"4445 S Drexel Av, Chicago, IL",True,ward 4 precinct 34
Salem Christian School,"2018 N Richmond St, Chicago, IL",False,ward 1 precinct 23
Jeffery Manor Library,"2401 E 100 St, Chicago, IL",True,ward 7 precinct 43
Valentine Boys &amp; Girls Club,"3400 S Emerald Av, Chicago, IL",True,ward 11 precinct 26
Eleven-Eleven Apts,"1111 N Dearborn St, Chicago, IL",True,ward 2 precinct 42
St Ailbe Church,"9047 S Harper Av, Chicago, IL",False,ward 8 precinct 12
Diversey Square Apts,"3305 W Diversey Av, Chicago, IL",True,ward 35 precinct 17
Stone Scholastic Academy,"6239 N Leavitt St, Chicago, IL",True,ward 50 precinct 32
Liberty Christian Church,"5447 W Addison St, Chicago, IL",False,ward 36 precinct 16
Heritage Intl Christian Church,"5320 W North Av, Chicago, IL",True,"ward 37 precinct 16, ward 37 precinct 24, ward 37 precinct 41"
